codigo,name,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,generation,shape,total,url_image
173,cleffa,fairy,NA,25,28,50,45,55,15,2,upright,218,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/173.svg
174,igglybuff,normal,fairy,30,15,90,40,20,15,2,humanoid,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/174.svg
175,togepi,fairy,NA,20,65,35,40,65,20,2,humanoid,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/175.svg
176,togetic,fairy,flying,40,85,55,80,105,40,2,humanoid,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/176.svg
177,natu,psychic,flying,50,45,40,70,45,70,2,wings,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/177.svg
178,xatu,psychic,flying,75,70,65,95,70,95,2,wings,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/178.svg
179,mareep,electric,NA,40,40,55,65,45,35,2,quadruped,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/179.svg
180,flaaffy,electric,NA,55,55,70,80,60,45,2,upright,365,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/180.svg
181,ampharos,electric,NA,75,85,90,115,90,55,2,upright,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/181.svg
182,bellossom,grass,NA,80,95,75,90,100,50,2,humanoid,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/182.svg
183,marill,water,fairy,20,50,70,20,50,40,2,upright,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/183.svg
184,azumarill,water,fairy,50,80,100,60,80,50,2,upright,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/184.svg
185,sudowoodo,rock,NA,100,115,70,30,65,30,2,humanoid,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/185.svg
186,politoed,water,NA,75,75,90,90,100,70,2,humanoid,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/186.svg
187,hoppip,grass,flying,35,40,35,35,55,50,2,upright,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/187.svg
188,skiploom,grass,flying,45,50,55,45,65,80,2,upright,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/188.svg
189,jumpluff,grass,flying,55,70,75,55,95,110,2,upright,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/189.svg
190,aipom,normal,NA,70,55,55,40,55,85,2,upright,360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/190.svg
191,sunkern,grass,NA,30,30,30,30,30,30,2,ball,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/191.svg
192,sunflora,grass,NA,75,55,75,105,85,30,2,humanoid,425,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/192.svg
193,yanma,bug,flying,65,45,65,75,45,95,2,bug-wings,390,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/193.svg
194,wooper,water,ground,45,45,55,25,25,15,2,legs,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/194.svg
195,quagsire,water,ground,85,85,95,65,65,35,2,upright,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/195.svg
196,espeon,psychic,NA,65,60,65,130,95,110,2,quadruped,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/196.svg
197,umbreon,dark,NA,65,110,95,60,130,65,2,quadruped,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/197.svg
198,murkrow,dark,flying,85,42,60,85,42,91,2,wings,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/198.svg
199,slowking,water,psychic,75,80,95,100,110,30,2,upright,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/199.svg
200,misdreavus,ghost,NA,60,60,60,85,85,85,2,ball,435,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/200.svg
201,unown,psychic,NA,72,48,48,72,48,48,2,ball,336,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/201.svg
202,wobbuffet,psychic,NA,33,58,190,33,58,33,2,blob,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/202.svg
203,girafarig,normal,psychic,80,65,70,90,65,85,2,quadruped,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/203.svg
204,pineco,bug,NA,65,90,50,35,35,15,2,ball,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/204.svg
205,forretress,bug,steel,90,140,75,60,60,40,2,ball,465,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/205.svg
206,dunsparce,normal,NA,70,70,100,65,65,45,2,squiggle,415,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/206.svg
207,gligar,ground,flying,75,105,65,35,65,85,2,wings,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/207.svg
208,steelix,steel,ground,85,200,75,55,65,30,2,squiggle,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/208.svg
209,snubbull,fairy,NA,80,50,60,40,40,30,2,humanoid,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/209.svg
210,granbull,fairy,NA,120,75,90,60,60,45,2,upright,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/210.svg
211,qwilfish,water,poison,95,75,65,55,55,85,2,fish,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/211.svg
212,scizor,bug,steel,130,100,70,55,80,65,2,bug-wings,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/212.svg
213,shuckle,bug,rock,10,230,20,10,230,5,2,armor,505,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/213.svg
214,heracross,bug,fighting,125,75,80,40,95,85,2,humanoid,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/214.svg
215,sneasel,dark,ice,95,55,55,35,75,115,2,upright,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/215.svg
216,teddiursa,normal,NA,80,50,60,50,50,40,2,upright,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/216.svg
217,ursaring,normal,NA,130,75,90,75,75,55,2,upright,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/217.svg
218,slugma,fire,NA,40,40,40,70,40,20,2,squiggle,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/218.svg
219,magcargo,fire,rock,50,120,50,80,80,30,2,squiggle,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/219.svg
220,swinub,ice,ground,50,40,50,30,30,50,2,quadruped,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/220.svg
221,piloswine,ice,ground,100,80,100,60,60,50,2,quadruped,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/221.svg
222,corsola,water,rock,55,85,55,65,85,35,2,armor,380,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/222.svg
223,remoraid,water,NA,65,35,35,65,35,65,2,fish,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/223.svg
224,octillery,water,NA,105,75,75,105,75,45,2,tentacles,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/224.svg
225,delibird,ice,flying,55,45,45,65,45,75,2,wings,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/225.svg
226,mantine,water,flying,40,70,65,80,140,70,2,wings,465,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/226.svg
227,skarmory,steel,flying,80,140,65,40,70,70,2,wings,465,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/227.svg
228,houndour,dark,fire,60,30,45,80,50,65,2,quadruped,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/228.svg
229,houndoom,dark,fire,90,50,75,110,80,95,2,quadruped,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/229.svg
230,kingdra,water,dragon,95,95,75,95,95,85,2,blob,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/230.svg
231,phanpy,ground,NA,60,60,90,40,40,40,2,quadruped,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/231.svg
232,donphan,ground,NA,120,120,90,60,60,50,2,quadruped,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/232.svg
233,porygon2,normal,NA,80,90,85,105,95,60,2,legs,515,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/233.svg
234,stantler,normal,NA,95,62,73,85,65,85,2,quadruped,465,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/234.svg
235,smeargle,normal,NA,20,35,55,20,45,75,2,upright,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/235.svg
236,tyrogue,fighting,NA,35,35,35,35,35,35,2,humanoid,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/236.svg
237,hitmontop,fighting,NA,95,95,50,35,110,70,2,upright,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/237.svg
238,smoochum,ice,psychic,30,15,45,85,65,65,2,humanoid,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/238.svg
239,elekid,electric,NA,63,37,45,65,55,95,2,humanoid,360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/239.svg
240,magby,fire,NA,75,37,45,70,55,83,2,upright,365,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/240.svg
241,miltank,normal,NA,80,105,95,40,70,100,2,upright,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/241.svg
242,blissey,normal,NA,10,10,255,75,135,55,2,humanoid,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/242.svg
243,raikou,electric,NA,85,75,90,115,100,115,2,quadruped,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/243.svg
244,entei,fire,NA,115,85,115,90,75,100,2,quadruped,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/244.svg
245,suicune,water,NA,75,115,100,90,115,85,2,quadruped,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/245.svg
246,larvitar,rock,ground,64,50,50,45,50,41,2,upright,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/246.svg
247,pupitar,rock,ground,84,70,70,65,70,51,2,squiggle,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/247.svg
248,tyranitar,rock,dark,134,110,100,95,100,61,2,upright,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/248.svg
249,lugia,psychic,flying,90,130,106,90,154,110,2,wings,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/249.svg
250,ho-oh,fire,flying,130,90,106,110,154,90,2,wings,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/250.svg
251,celebi,psychic,grass,100,100,100,100,100,100,2,humanoid,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/251.svg
252,treecko,grass,NA,45,35,40,65,55,70,3,upright,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/252.svg
253,grovyle,grass,NA,65,45,50,85,65,95,3,upright,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/253.svg
254,sceptile,grass,NA,85,65,70,105,85,120,3,upright,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/254.svg
255,torchic,fire,NA,60,40,45,70,50,45,3,legs,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/255.svg
256,combusken,fire,fighting,85,60,60,85,60,55,3,upright,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/256.svg
257,blaziken,fire,fighting,120,70,80,110,70,80,3,upright,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/257.svg
258,mudkip,water,NA,70,50,50,50,50,40,3,quadruped,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/258.svg
259,marshtomp,water,ground,85,70,70,60,70,50,3,upright,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/259.svg
260,swampert,water,ground,110,90,100,85,90,60,3,upright,535,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/260.svg
261,poochyena,dark,NA,55,35,35,30,30,35,3,quadruped,220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/261.svg
262,mightyena,dark,NA,90,70,70,60,60,70,3,quadruped,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/262.svg
263,zigzagoon,normal,NA,30,41,38,30,41,60,3,quadruped,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/263.svg
264,linoone,normal,NA,70,61,78,50,61,100,3,quadruped,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/264.svg
265,wurmple,bug,NA,45,35,45,20,30,20,3,squiggle,195,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/265.svg
266,silcoon,bug,NA,35,55,50,25,25,15,3,ball,205,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/266.svg
267,beautifly,bug,flying,70,50,60,100,50,65,3,bug-wings,395,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/267.svg
268,cascoon,bug,NA,35,55,50,25,25,15,3,ball,205,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/268.svg
269,dustox,bug,poison,50,70,60,50,90,65,3,bug-wings,385,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/269.svg
270,lotad,water,grass,30,30,40,40,50,30,3,armor,220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/270.svg
271,lombre,water,grass,50,50,60,60,70,50,3,humanoid,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/271.svg
272,ludicolo,water,grass,70,70,80,90,100,70,3,humanoid,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/272.svg
273,seedot,grass,NA,40,50,40,30,30,30,3,legs,220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/273.svg
274,nuzleaf,grass,dark,70,40,70,60,40,60,3,humanoid,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/274.svg
275,shiftry,grass,dark,100,60,90,90,60,80,3,humanoid,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/275.svg
276,taillow,normal,flying,55,30,40,30,30,85,3,wings,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/276.svg
277,swellow,normal,flying,85,60,60,50,50,125,3,wings,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/277.svg
278,wingull,water,flying,30,30,40,55,30,85,3,wings,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/278.svg
279,pelipper,water,flying,50,100,60,85,70,65,3,wings,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/279.svg
280,ralts,psychic,fairy,25,25,28,45,35,40,3,humanoid,198,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/280.svg
281,kirlia,psychic,fairy,35,35,38,65,55,50,3,humanoid,278,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/281.svg
282,gardevoir,psychic,fairy,65,65,68,125,115,80,3,humanoid,518,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/282.svg
283,surskit,bug,water,30,32,40,50,52,65,3,armor,269,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/283.svg
284,masquerain,bug,flying,60,62,70,80,82,60,3,bug-wings,414,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/284.svg
285,shroomish,grass,NA,40,60,60,40,60,35,3,legs,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/285.svg
286,breloom,grass,fighting,130,80,60,60,60,70,3,upright,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/286.svg
287,slakoth,normal,NA,60,60,60,35,35,30,3,quadruped,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/287.svg
288,vigoroth,normal,NA,80,80,80,55,55,90,3,upright,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/288.svg
289,slaking,normal,NA,160,100,150,95,65,100,3,humanoid,670,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/289.svg
290,nincada,bug,ground,45,90,31,30,30,40,3,armor,266,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/290.svg
291,ninjask,bug,flying,90,45,61,50,50,160,3,bug-wings,456,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/291.svg
292,shedinja,bug,ghost,90,45,1,30,30,40,3,blob,236,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/292.svg
293,whismur,normal,NA,51,23,64,51,23,28,3,upright,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/293.svg
294,loudred,normal,NA,71,43,84,71,43,48,3,upright,360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/294.svg
295,exploud,normal,NA,91,63,104,91,73,68,3,upright,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/295.svg
296,makuhita,fighting,NA,60,30,72,20,30,25,3,humanoid,237,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/296.svg
297,hariyama,fighting,NA,120,60,144,40,60,50,3,humanoid,474,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/297.svg
298,azurill,normal,fairy,20,40,50,20,40,20,3,legs,190,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/298.svg
299,nosepass,rock,NA,45,135,30,45,90,30,3,humanoid,375,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/299.svg
300,skitty,normal,NA,45,45,50,35,35,50,3,quadruped,260,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/300.svg
301,delcatty,normal,NA,65,65,70,55,55,70,3,quadruped,380,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/301.svg
302,sableye,dark,ghost,75,75,50,65,65,50,3,humanoid,380,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/302.svg
303,mawile,steel,fairy,85,85,50,55,55,50,3,humanoid,380,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/303.svg
304,aron,steel,rock,70,100,50,40,40,30,3,quadruped,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/304.svg
305,lairon,steel,rock,90,140,60,50,50,40,3,quadruped,430,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/305.svg
306,aggron,steel,rock,110,180,70,60,60,50,3,upright,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/306.svg
307,meditite,fighting,psychic,40,55,30,40,55,60,3,humanoid,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/307.svg
308,medicham,fighting,psychic,60,75,60,60,75,80,3,humanoid,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/308.svg
309,electrike,electric,NA,45,40,40,65,40,65,3,quadruped,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/309.svg
310,manectric,electric,NA,75,60,70,105,60,105,3,quadruped,475,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/310.svg
311,plusle,electric,NA,50,40,60,85,75,95,3,upright,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/311.svg
312,minun,electric,NA,40,50,60,75,85,95,3,upright,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/312.svg
313,volbeat,bug,NA,73,55,65,47,75,85,3,upright,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/313.svg
314,illumise,bug,NA,47,55,65,73,75,85,3,humanoid,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/314.svg
315,roselia,grass,poison,60,45,50,100,80,65,3,humanoid,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/315.svg
316,gulpin,poison,NA,43,53,70,43,53,40,3,arms,302,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/316.svg
317,swalot,poison,NA,73,83,100,73,83,55,3,arms,467,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/317.svg
318,carvanha,water,dark,90,20,45,65,20,65,3,fish,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/318.svg
319,sharpedo,water,dark,120,40,70,95,40,95,3,fish,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/319.svg
320,wailmer,water,NA,70,35,130,70,35,60,3,fish,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/320.svg
321,wailord,water,NA,90,45,170,90,45,60,3,fish,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/321.svg
322,numel,fire,ground,60,40,60,65,45,35,3,quadruped,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/322.svg
323,camerupt,fire,ground,100,70,70,105,75,40,3,quadruped,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/323.svg
324,torkoal,fire,NA,85,140,70,85,70,20,3,quadruped,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/324.svg
325,spoink,psychic,NA,25,35,60,70,80,60,3,arms,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/325.svg
326,grumpig,psychic,NA,45,65,80,90,110,80,3,upright,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/326.svg
327,spinda,normal,NA,60,60,60,60,60,60,3,upright,360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/327.svg
328,trapinch,ground,NA,100,45,45,45,45,10,3,armor,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/328.svg
329,vibrava,ground,dragon,70,50,50,50,50,70,3,bug-wings,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/329.svg
330,flygon,ground,dragon,100,80,80,80,80,100,3,wings,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/330.svg
331,cacnea,grass,NA,85,40,50,85,40,35,3,humanoid,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/331.svg
332,cacturne,grass,dark,115,60,70,115,60,55,3,humanoid,475,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/332.svg
333,swablu,normal,flying,40,60,45,40,75,50,3,wings,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/333.svg
334,altaria,dragon,flying,70,90,75,70,105,80,3,wings,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/334.svg
335,zangoose,normal,NA,115,60,73,60,60,90,3,upright,458,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/335.svg
336,seviper,poison,NA,100,60,73,100,60,65,3,squiggle,458,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/336.svg
337,lunatone,rock,psychic,55,65,70,95,85,70,3,ball,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/337.svg
338,solrock,rock,psychic,95,85,70,55,65,70,3,ball,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/338.svg
339,barboach,water,ground,48,43,50,46,41,60,3,fish,288,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/339.svg
340,whiscash,water,ground,78,73,110,76,71,60,3,fish,468,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/340.svg
341,corphish,water,NA,80,65,43,50,35,35,3,armor,308,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/341.svg
342,crawdaunt,water,dark,120,85,63,90,55,55,3,armor,468,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/342.svg
343,baltoy,ground,psychic,40,55,40,40,70,55,3,arms,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/343.svg
344,claydol,ground,psychic,70,105,60,70,120,75,3,arms,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/344.svg
